Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
2014-01-11,995.3647222222221,12.645555555555555,286.18604166666665,9.56375,82.92076388888889,15.116805555555556,11.984791666666666,3.132152777777778,7.524444444444445,12.041180555555556,1207.9459027777777,1.494513888888889,2.508055555555556,182.34722222222223,0.0,0.0,86.61006944444445,167.41722222222222,177.83652777777777,23.15451388888889,425.8854166666667
2014-01-12,986.7674305555556,-1.2816666666666667,272.9170833333333,-3.4119444444444444,85.35694444444444,5.569791666666666,4.763958333333333,0.805763888888889,3.0088194444444443,4.828125,1262.0589583333333,4.272847222222222,6.652083333333334,49.45840277777778,0.0,0.0,7.186249999999999,15.31263888888889,17.331249999999997,8.385208333333333,413.51944444444445
2014-01-13,986.7615290464013,-2.251329923273657,271.9492656192912,-5.0349068322981365,81.11655096821337,5.182447935696017,4.20085860431129,0.9718542199488491,2.6528461819510416,4.262447935696017,1266.8370533430761,3.2953653635367193,5.542849835586408,58.17122031421265,0.0,0.0,0.0,0.0,0.0,9.37701680672269,410.9536353671904
2014-01-14,986.5063591523566,-2.0156265984654733,272.2060138838144,-4.766583850931677,81.34804530507854,5.286620387285349,4.301874314943369,0.9755370843989769,2.7180854950675926,4.366620387285349,1265.38126963829,3.2464358786993057,5.4491998538545845,65.58219583485567,0.0,0.0,0.0,0.0,0.0,9.510126050420169,411.2587869930581
2014-01-15,986.251189258312,-1.779923273657289,272.46276214833756,-4.498260869565217,81.57953964194374,5.39079283887468,4.402890025575449,0.9792199488491049,2.783324808184143,4.47079283887468,1263.9254859335038,3.197506393861892,5.3555498721227615,72.99317135549872,0.0,0.0,0.0,0.0,0.0,9.643235294117648,411.5639386189258
2014-01-16,985.9960193642673,-1.544219948849105,272.71951041286076,-4.229937888198758,81.81103397880891,5.494965290464012,4.5039057362075265,0.9829028132992327,2.8485641213006945,4.574965290464012,1262.4697022287176,3.148576909024479,5.261899890390939,80.40414687614175,0.0,0.0,0.0,0.0,0.0,9.776344537815127,411.8690902447936
2014-01-17,985.7408494702229,-1.3085166240409207,272.97625867738395,-3.9616149068322977,82.0425283156741,5.599137742053343,4.604921446839606,0.9865856777493607,2.913803434417245,4.679137742053343,1261.0139185239314,3.099647424187066,5.168249908659116,87.8151223967848,0.0,0.0,0.0,0.0,0.0,9.909453781512605,412.1742418706613
2014-01-18,985.4856795761783,-1.0728132992327366,273.2330069419072,-3.693291925465838,82.27402265253927,5.703310193642674,4.705937157471684,0.9902685421994885,2.9790427475337964,4.7833101936426745,1259.5581348191452,3.050717939349653,5.074599926927292,95.22609791742784,0.0,0.0,0.0,0.0,0.0,10.042563025210084,412.47939349652904
2014-01-19,985.2305096821336,-0.8371099744245525,273.4897552064304,-3.424968944099379,82.50551698940446,5.807482645232006,4.806952868103764,0.9939514066496165,3.0442820606503473,4.887482645232006,1258.1023511143587,3.0017884545122393,4.980949945195469,102.63707343807089,0.0,0.0,0.0,0.0,0.0,10.175672268907563,412.7845451223968
2014-01-20,984.9753397880892,-0.6014066496163682,273.7465034709536,-3.1566459627329193,82.73701132626964,5.911655096821337,4.907968578735843,0.9976342710997442,3.109521373766898,4.991655096821337,1256.6465674095725,2.9528589696748266,4.887299963463646,110.04804895871392,0.0,0.0,0.0,0.0,0.0,10.308781512605043,413.08969674826454
2014-01-21,984.7201698940446,-0.3657033248081841,274.0032517354768,-2.8883229813664597,82.96850566313482,6.015827548410669,5.0089842893679215,1.0013171355498722,3.1747606868834493,5.095827548410669,1255.1907837047863,2.903929484837413,4.793649981731823,117.45902447935697,0.0,0.0,0.0,0.0,0.0,10.44189075630252,413.39484837413227
2014-01-22,984.4649999999999,-0.13,274.26,-2.62,83.2,6.12,5.11,1.005,3.24,5.2,1253.735,2.855,4.699999999999999,124.86999999999999,0.0,0.0,0.0,0.0,0.0,10.575,413.70000000000005
2014-01-23,984.2098301059553,0.10570332480818415,274.5167482645232,-2.35167701863354,83.43149433686519,6.2241724515893315,5.211015710632079,1.008682864450128,3.3052393131165507,5.304172451589332,1252.2792162952137,2.8060705151625864,4.606350018268177,132.28097552064304,0.0,0.0,0.0,0.0,0.0,10.708109243697479,414.00515162586777
2014-01-24,983.9546602119109,0.3414066496163683,274.7734965290464,-2.0833540372670805,83.66298867373035,6.328344903178663,5.312031421264158,1.0123657289002557,3.370478626233102,5.408344903178663,1250.8234325904275,2.7571410303251738,4.512700036536354,139.69195104128607,0.0,0.0,0.0,0.0,0.0,10.84121848739496,414.3103032517355
2014-01-25,983.6994903178662,0.5771099744245525,275.0302447935696,-1.815031055900621,83.89448301059555,6.432517354767994,5.413047131896238,1.0160485933503836,3.4357179393496526,5.512517354767994,1249.367648885641,2.70821154548776,4.419050054804531,147.10292656192914,0.0,0.0,0.0,0.0,0.0,10.974327731092437,414.61545487760327
2014-01-26,983.4443204238216,0.8128132992327366,275.2869930580928,-1.5467080745341615,84.12597734746072,6.536689806357326,5.514062842528316,1.0197314578005114,3.500957252466204,5.616689806357325,1247.911865180855,2.659282060650347,4.325400073072707,154.51390208257214,0.0,0.0,0.0,0.0,0.0,11.107436974789916,414.920606503471
2014-01-27,983.1891505297772,1.0485166240409207,275.54374132261603,-1.2783850931677019,84.35747168432592,6.640862257946657,5.615078553160395,1.0234143222506393,3.566196565582755,5.720862257946657,1246.456081476069,2.610352575812934,4.231750091340884,161.9248776032152,0.0,0.0,0.0,0.0,0.0,11.240546218487395,415.2257581293387
2014-01-28,982.9339806357325,1.284219948849105,275.8004895871392,-1.0100621118012423,84.58896602119108,6.745034709535989,5.716094263792474,1.0270971867007672,3.631435878699306,5.825034709535988,1245.0002977712825,2.561423090975521,4.138100109609061,169.33585312385824,0.0,0.0,0.0,0.0,0.0,11.373655462184875,415.5309097552065
2014-01-29,982.6788107416879,1.519923273657289,276.0572378516624,-0.7417391304347826,84.82046035805627,6.84920716112532,5.817109974424553,1.030780051150895,3.6966751918158565,5.92920716112532,1243.5445140664963,2.5124936061381073,4.044450127877238,176.7468286445013,0.0,0.0,0.0,0.0,0.0,11.506764705882354,415.8360613810742
2014-01-30,982.4236408476432,1.755626598465473,276.31398611618556,-0.473416149068323,85.05195469492145,6.953379612714651,5.918125685056632,1.034462915601023,3.761914504932408,6.033379612714651,1242.08873036171,2.4635641213006942,3.9508001461454145,184.1578041651443,0.0,0.0,0.0,0.0,0.0,11.639873949579831,416.14121300694194
2014-01-31,982.1684709535989,1.9913299232736574,276.57073438070876,-0.2050931677018634,85.28344903178663,7.057552064303983,6.0191413956887105,1.0381457800511509,3.827153818048959,6.137552064303983,1240.6329466569237,2.414634636463281,3.8571501644135915,191.56877968578738,0.0,0.0,0.0,0.0,0.0,11.77298319327731,416.4463646328097
2014-02-01,980.2500694444445,4.979722222222223,279.73055555555555,1.4409027777777779,77.95986111111111,8.76701388888889,6.817291666666667,1.9498611111111108,4.337430555555556,6.954236111111111,1224.553263888889,2.6141666666666667,4.039236111111111,183.49305555555554,0.0,0.0,17.769236111111113,35.66625,38.38472222222222,15.29388888888889,410.54999999999995
2014-02-02,987.014236111111,2.5652777777777778,276.7581944444444,1.888263888888889,95.32222222222222,7.361805555555555,7.013472222222223,0.3482638888888889,4.431805555555555,7.105347222222222,1243.6922222222222,0.8666666666666667,1.4298611111111112,187.58680555555554,0.018055555555555557,158.54166666666666,23.959027777777777,50.908680555555556,55.288611111111116,15.458888888888888,425.8722222222222
2014-02-03,976.8695833333334,4.046458333333334,279.0672916666667,0.7058333333333333,79.42638888888888,8.308611111111112,6.452222222222222,1.8567361111111111,4.118472222222222,6.604513888888889,1224.6735416666666,0.9955555555555556,1.7374999999999998,163.41486111111112,0.0,0.0,70.12208333333334,136.45708333333334,161.71555555555557,16.056180555555557,420.2083333333333
2014-02-04,982.26,13.983055555555556,288.6195138888889,5.4220138888888885,59.504374999999996,16.829444444444444,9.005902777777777,7.823263888888889,5.7226388888888895,9.16826388888889,1187.9854166666667,1.5570833333333334,2.5941666666666667,171.53770833333334,0.0,0.0,193.88111111111112,356.76986111111114,387.036875,25.47548611111111,413.42569444444445
2014-02-05,988.3263194444444,7.056597222222222,281.1620138888889,6.276458333333333,94.75486111111111,10.197361111111112,9.68875,0.5090277777777777,6.1251388888888885,9.809652777777778,1224.2614583333334,3.533402777777778,5.205486111111111,67.46541666666667,0.013888888888888888,128.19444444444446,27.91465277777778,63.729166666666664,74.70916666666668,16.93034722222222,412.78055555555557
2014-02-06,992.1694444444444,14.15611111111111,287.9640277777778,7.866805555555555,67.74951388888888,16.511458333333334,10.644791666666666,5.867013888888889,6.7001388888888895,10.728333333333333,1198.2718055555556,1.6966666666666665,2.8419444444444446,109.77833333333334,0.0,2.361111111111111,243.20083333333332,467.73770833333333,582.8812499999999,25.437430555555554,410.3048611111111
2014-02-07,994.1596527777778,16.059097222222224,289.7034722222222,7.446597222222222,59.48423611111111,18.87611111111111,10.349652777777777,8.526180555555555,6.500902777777778,10.41125,1192.998263888889,1.3866666666666667,2.7395833333333335,193.275625,0.0,0.0,314.7089583333333,613.4846527777777,763.1228472222223,27.991944444444446,401.7888888888889
2014-02-08,982.5197222222222,22.407777777777778,297.0645138888889,15.628333333333334,68.53798611111111,28.266944444444444,17.837083333333332,10.429444444444444,11.371527777777779,18.156180555555554,1150.4290972222223,1.4485416666666666,2.6470833333333332,161.36180555555555,0.013194444444444446,34.375,267.71993055555555,529.6181944444445,608.9230555555555,34.715694444444445,415.24930555555557
2014-02-09,994.2556944444445,14.713194444444444,288.34791666666666,12.484097222222223,86.70972222222223,16.824583333333333,14.5175,2.3070138888888887,9.133194444444445,14.601875,1196.5547222222222,2.2852083333333333,3.5063194444444448,155.69097222222223,0.0076388888888888895,24.65277777777778,86.10527777777777,183.293125,218.24993055555558,24.538333333333334,399.7659722222222
2014-02-10,1002.0772222222222,15.05777777777778,288.0472222222222,12.310694444444444,85.31347222222222,17.52451388888889,14.371111111111112,3.1539583333333336,8.96888888888889,14.340902777777778,1204.7953472222223,1.0194444444444446,1.7429166666666667,158.57854166666667,0.0,0.0,137.03201388888888,264.28270833333335,280.35569444444445,26.81527777777778,442.7951388888889
2014-02-11,989.8870833333333,11.173541666666667,285.16236111111107,8.393819444444444,84.29791666666667,13.706527777777778,11.087083333333332,2.619375,6.997847222222223,11.201666666666666,1207.9140277777778,1.621736111111111,2.642638888888889,180.57645833333333,0.0,0.0,78.91652777777777,153.31930555555556,171.29180555555556,21.353541666666665,427.96736111111113
2014-02-12,988.0556250000001,-2.365902777777778,271.7272222222222,-4.608680555555555,84.66874999999999,5.13486111111111,4.338333333333334,0.7969444444444445,2.7355555555555555,4.3904861111111115,1268.9725,3.1679166666666667,4.5448611111111115,38.069861111111116,0.0006944444444444445,110.90277777777777,13.282430555555557,27.506874999999997,30.610763888888886,8.194097222222222,415.0534722222222
2014-02-13,990.5648590021691,-2.965661605206074,270.92289587852497,-3.8582537960954446,93.62255965292842,4.939023861171367,4.605932754880694,0.33309110629067246,2.9016485900216917,4.658449023861171,1274.9539262472886,2.8366594360086768,3.6557158351409975,44.54777657266811,0.0,581.1279826464208,0.0,0.0,0.0,8.239674620390455,416.2194143167028
2014-02-14,990.1375444685467,-2.400906724511931,271.5245097613883,-3.417819956616052,92.87288503253797,5.215154013015184,4.796475054229934,0.41867895878524947,3.024095444685466,4.853989154013015,1271.7440694143165,2.7704381778741864,3.5876203904555317,55.86473969631237,0.0,543.644251626898,0.0,0.0,0.0,8.715718004338393,415.46349240780916
2014-02-15,989.710229934924,-1.8361518438177877,272.12612364425166,-2.977386117136659,92.1232104121475,5.491284164859002,4.9870173535791755,0.5042668112798264,3.1465422993492407,5.0495292841648585,1268.534212581345,2.7042169197396966,3.519524945770065,67.18170281995661,0.0,506.16052060737525,0.0,0.0,0.0,9.191761388286332,414.7075704989154
2014-02-16,989.2829154013016,-1.2713969631236446,272.727737527115,-2.5369522776572664,91.37353579175705,5.76741431670282,5.177559652928417,0.5898546637744034,3.268989154013015,5.245069414316703,1265.3243557483731,2.6379956616052063,3.451429501084599,78.49866594360088,0.0,468.6767895878525,0.0,0.0,0.0,9.667804772234273,413.9516485900217
2014-02-17,988.855600867679,-0.7066420824295014,273.3293514099783,-2.096518438177874,90.6238611713666,6.043544468546638,5.368101952277657,0.6754425162689804,3.3914360086767896,5.440609544468547,1262.114498915401,2.571774403470716,3.3833340563991325,89.81562906724513,0.0,431.1930585683297,0.0,0.0,0.0,10.143848156182212,413.195726681128
2014-02-18,988.4282863340565,-0.14188720173535835,273.9309652928416,-1.6560845986984813,89.87418655097615,6.3196746203904555,5.558644251626898,0.7610303687635575,3.513882863340564,5.63614967462039,1258.9046420824295,2.5055531453362256,3.315238611713666,101.13259219088938,0.0,393.709327548807,0.0,0.0,0.0,10.619891540130151,412.4398047722343
2014-02-19,988.0009718004338,0.42286767895878474,274.532579175705,-1.2156507592190886,89.12451193058568,6.595804772234273,5.749186550976138,0.8466182212581345,3.636329718004338,5.8316898047722345,1255.6947852494577,2.4393318872017353,3.2471431670281996,112.44955531453363,0.0,356.2255965292842,0.0,0.0,0.0,11.09593492407809,411.6838828633406
2014-02-20,987.5736572668112,0.9876225596529279,275.13419305856837,-0.7752169197396959,88.37483731019523,6.871934924078092,5.93972885032538,0.9322060737527116,3.758776572668113,6.027229934924078,1252.484928416486,2.373110629067245,3.179047722342733,123.76651843817788,0.0,318.7418655097614,0.0,0.0,0.0,11.57197830802603,410.92796095444686
2014-02-21,987.1463427331887,1.552377440347071,275.7358069414317,-0.3347830802603031,87.62516268980477,7.1480650759219095,6.13027114967462,1.0177939262472886,3.881223427331887,6.222770065075922,1249.275071583514,2.306889370932755,3.110952277657267,135.08348156182214,0.0,281.2581344902386,0.0,0.0,0.0,12.048021691973968,410.17203904555316
2014-02-22,986.7190281995661,2.117132321041214,276.337420824295,0.10565075921908959,86.87548806941432,7.424195227765726,6.320813449023861,1.1033817787418654,4.003670281995661,6.4183101952277655,1246.0652147505423,2.240668112798265,3.0428568329718004,146.40044468546637,0.0,243.77440347071584,0.0,0.0,0.0,12.524065075921909,409.4161171366594
2014-02-23,986.2917136659437,2.681887201735357,276.9390347071583,0.5460845986984822,86.12581344902385,7.700325379609544,6.511355748373102,1.1889696312364424,4.126117136659436,6.61385032537961,1242.8553579175705,2.1744468546637745,2.9747613882863337,157.71740780911063,0.0,206.29067245119307,0.0,0.0,0.0,13.000108459869848,408.66019522776577
2014-02-24,985.8643991323211,3.2466420824295,277.5406485900217,0.9865184381778751,85.3761388286334,7.976455531453362,6.701898047722342,1.2745574837310196,4.24856399132321,6.809390455531453,1239.6455010845987,2.108225596529284,2.906665943600868,169.03437093275488,0.0,168.8069414316703,0.0,0.0,0.0,13.476151843817787,407.904273318872
2014-02-25,985.4370845986986,3.8113969631236433,278.142262472885,1.4269522776572676,84.62646420824295,8.25258568329718,6.892440347071583,1.3601453362255966,4.3710108459869845,7.004930585683297,1236.4356442516269,2.042004338394794,2.8385704989154013,180.35133405639914,0.0,131.32321041214755,0.0,0.0,0.0,13.952195227765726,407.1483514099783
2014-02-26,985.0097700650759,4.376151843817786,278.7438763557484,1.8673861171366601,83.8767895878525,8.528715835140998,7.082982646420824,1.4457331887201734,4.493457700650759,7.2004707158351415,1233.2257874186553,1.975783080260304,2.770475054229935,191.6682971800434,0.0,93.83947939262477,0.0,0.0,0.0,14.428238611713665,406.39242950108456
2014-02-27,984.5824555314534,4.94090672451193,279.3454902386117,2.307819956616053,83.12711496746203,8.804845986984816,7.273524945770065,1.5313210412147504,4.615904555314533,7.396010845986985,1230.0159305856835,1.9095618221258137,2.7023796095444688,202.98526030368762,0.0,56.35574837310199,0.0,0.0,0.0,14.904281995661604,405.6365075921909
2014-02-28,984.1551409978308,5.505661605206073,279.94710412147504,2.7482537960954456,82.37744034707158,9.080976138828634,7.464067245119305,1.6169088937093277,4.738351409978308,7.591550976138829,1226.8060737527114,1.8433405639913234,2.634284164859002,214.30222342733188,0.0,18.87201735357921,0.0,0.0,0.0,15.380325379609543,404.88058568329717
2014-03-01,983.4192361111111,6.359861111111111,280.86034722222223,3.3489583333333335,81.31472222222222,9.666527777777778,7.789583333333334,1.877361111111111,4.94125,7.920624999999999,1222.010972222222,2.894791666666667,4.483472222222222,186.29652777777778,0.0,0.625,23.206041666666668,46.142986111111114,53.38763888888889,16.1225,407.85625000000005
2014-03-02,988.0832638888888,0.5678472222222222,274.6695138888889,-0.4945833333333333,92.85486111111112,6.389722222222222,5.917986111111111,0.4714583333333333,3.7334722222222223,5.988472222222223,1254.6736805555556,1.5552083333333333,2.5233333333333334,177.50868055555554,0.0,0.0,35.05354166666667,69.08159722222223,81.04347222222222,13.368472222222222,422.1513888888889
2014-03-03,969.3042361111111,4.2931944444444445,279.9397222222222,-0.2313888888888889,75.96833333333333,8.784930555555555,6.045277777777778,2.7396527777777777,3.889097222222222,6.236875,1214.5952083333332,1.5615277777777776,2.4497222222222224,175.43541666666667,0.0,0.0,131.62013888888887,242.4720138888889,258.16569444444445,16.256319444444443,423.63750000000005
2014-03-04,978.8590277777779,14.484097222222223,289.40777777777777,5.970902777777778,59.450208333333336,17.533333333333335,9.38048611111111,8.153055555555556,5.9823611111111115,9.583125,1181.6788194444443,1.2123611111111112,2.33,180.96916666666667,0.0,0.0,173.13041666666666,326.4170833333333,359.8470138888889,25.864444444444445,422.9604166666667
2014-03-05,995.1645138888889,6.762291666666666,280.3097916666667,1.1011111111111112,69.25472222222223,9.98847222222222,6.648125,3.340138888888889,4.165694444444444,6.680902777777778,1235.4359027777778,3.0611111111111113,4.788541666666666,58.40548611111111,0.0006944444444444445,28.680555555555557,169.5311111111111,324.07701388888887,458.89173611111113,16.643125,399.51250000000005
2014-03-06,988.4720833333334,15.356111111111112,289.4760416666667,7.541875,62.33347222222223,18.017222222222223,10.43375,7.583541666666666,6.591805555555556,10.555416666666666,1189.00875,1.6249305555555555,2.8541666666666665,118.71000000000001,0.0,0.0,292.1850694444445,565.255625,680.8501388888889,27.033611111111114,406.1381944444445
2014-03-07,995.7534027777778,19.200555555555557,292.7193055555556,8.219166666666666,53.39590277777778,23.917083333333334,10.920833333333333,12.995972222222223,6.8504861111111115,10.967847222222222,1182.215138888889,1.8365972222222224,3.276527777777778,197.781875,0.0,0.0,338.7630555555555,665.068125,694.1529166666667,30.791458333333335,405.23819444444445
2014-03-08,984.3575694444444,19.597152777777776,294.0803472222222,17.937430555555554,90.42013888888889,22.956180555555555,20.61486111111111,2.3414583333333336,13.130138888888888,20.941875,1162.0805555555555,1.3004861111111112,2.2215277777777778,201.06847222222223,0.1638888888888889,61.52777777777778,120.68083333333334,249.30124999999998,314.44770833333337,30.500972222222224,415.2055555555555
2014-03-09,996.8421527777778,14.016041666666666,287.43618055555555,11.578888888888889,85.51597222222222,16.136041666666667,13.686388888888889,2.4497222222222224,8.584513888888889,13.729791666666666,1203.007986111111,2.6663888888888887,3.9581944444444446,73.91874999999999,0.0006944444444444445,0.20833333333333334,65.66208333333333,136.20361111111112,184.7340972222222,23.04958333333333,401.5131944444445
2014-03-10,999.9861805555556,13.395138888888889,286.55805555555554,10.976458333333333,86.79458333333334,15.723958333333334,13.156666666666666,2.5675000000000003,8.224791666666667,13.157430555555557,1209.8005555555555,1.368263888888889,2.171666666666667,137.31819444444443,0.0,0.0,126.2967361111111,244.484375,257.41652777777773,24.881805555555555,433.97083333333336
2014-03-11,980.6479861111111,13.650416666666667,288.41895833333336,8.778958333333334,72.90770833333333,15.810972222222224,11.335208333333334,4.475833333333333,7.221041666666666,11.55840277777778,1185.9765277777778,3.0999999999999996,4.632847222222222,192.35347222222222,0.0,29.09722222222222,87.60222222222222,165.4790277777778,186.75305555555553,22.85486111111111,417.75625
2014-03-12,993.2531944444444,-2.9313194444444446,270.7529861111111,-3.494097222222222,95.88055555555555,4.920277777777778,4.7195833333333335,0.20069444444444445,2.960486111111111,4.751041666666667,1278.1344444444444,2.8358333333333334,3.9993749999999997,30.770069444444445,0.00625,92.63888888888889,5.37375,12.388541666666667,13.7425,7.9688888888888885,419.5152777777778
2014-03-13,993.921536353672,-1.8910084033613448,271.7433613445378,-2.211002922908294,97.8086408476434,5.382573986116186,5.213571428571429,0.16900255754475701,3.267016806722689,5.246750091340884,1273.945582754841,2.5096638655462185,3.2552904640116918,30.194820971867006,0.0,0.0,0.0,0.0,0.0,7.662305443916697,423.93578735842163
2014-03-14,993.3485878699307,-1.2375630252100842,272.4452100840336,-1.7958914870295943,96.43545853123858,5.76506576543661,5.4192857142857145,0.34578005115089516,3.4001260504201682,5.4587778589696745,1270.2027402265253,2.7274789915966386,3.583591523565948,39.42039641943734,0.0,0.0,0.0,0.0,0.0,8.20316039459262,422.815144318597
2014-03-15,992.7756393861894,-0.5841176470588239,273.1470588235294,-1.3807800511508952,95.06227621483376,6.147557544757033,5.625,0.5225575447570332,3.533235294117647,5.670805626598465,1266.4598976982097,2.945294117647059,3.9118925831202045,48.64597186700767,0.0,0.0,0.0,0.0,0.0,8.744015345268542,421.6945012787724
2014-03-16,992.202690902448,0.0693277310924366,273.84890756302525,-0.9656686152721959,93.68909389842894,6.530049324077457,5.8307142857142855,0.6993350383631713,3.6663445378151263,5.882833394227256,1262.717055169894,3.163109243697479,4.240193642674461,57.871547314578,0.0,0.0,0.0,0.0,0.0,9.284870295944465,420.57385823894776
2014-03-17,991.6297424187067,0.7227731092436971,274.550756302521,-0.5505571793934966,92.31591158202411,6.912541103397881,6.036428571428571,0.8761125319693094,3.7994537815126055,6.094861161856047,1258.9742126415783,3.3809243697478992,4.568494702228717,67.09712276214833,0.0,0.0,0.0,0.0,0.0,9.825725246620387,419.4532151991231
2014-03-18,991.0567939349653,1.3762184873949574,275.2526050420168,-0.13544574351479732,90.94272926561929,7.295032882718305,6.242142857142857,1.0528900255754476,3.9325630252100843,6.306888929484837,1255.2313701132628,3.598739495798319,4.896795761782974,76.32269820971867,0.0,0.0,0.0,0.0,0.0,10.36658019729631,418.3325721592985
2014-03-19,990.483845451224,2.029663865546218,275.9544537815126,0.279665692363902,89.56954694921447,7.677524662038729,6.447857142857143,1.2296675191815856,4.065672268907563,6.518916697113628,1251.488527584947,3.8165546218487396,5.22509682133723,85.548273657289,0.0,0.0,0.0,0.0,0.0,10.907435147972231,417.21192911947384
2014-03-20,989.9108969674827,2.683109243697478,276.6563025210084,0.6947771282426012,88.19636463280965,8.060016441359153,6.6535714285714285,1.4064450127877237,4.198781512605042,6.730944464742418,1247.7456850566314,4.034369747899159,5.553397880891487,94.77384910485932,0.0,0.0,0.0,0.0,0.0,11.448290098648155,416.09128607964925
2014-03-21,989.3379484837413,3.336554621848739,277.3581512605042,1.1098885641213005,86.82318231640483,8.442508220679578,6.859285714285715,1.5832225063938619,4.3318907563025215,6.942972232371209,1244.0028425283156,4.25218487394958,5.881698940445744,103.99942455242966,0.0,0.0,0.0,0.0,0.0,11.989145049324078,414.9706430398246
2014-03-22,988.765,3.9899999999999998,278.06,1.5249999999999997,85.45,8.825,7.065,1.76,4.465,7.154999999999999,1240.26,4.470000000000001,6.21,113.22499999999998,0.0,0.0,0.0,0.0,0.0,12.53,413.85
2014-03-23,988.1920515162587,4.6434453781512595,278.7618487394958,1.9401114358786993,84.07681768359518,9.207491779320424,7.270714285714285,1.9367774936061382,4.598109243697479,7.36702776762879,1236.5171574716844,4.68781512605042,6.538301059554256,122.45057544757032,0.0,0.0,0.0,0.0,0.0,13.070854950675923,412.7293569601754
2014-03-24,987.6191030325174,5.2968907563025205,279.4636974789916,2.355222871757398,82.70363536719036,9.589983558640848,7.476428571428572,2.113554987212276,4.731218487394958,7.579055535257581,1232.7743149433686,4.90563025210084,6.866602119108513,131.67615089514067,0.0,0.0,0.0,0.0,0.0,13.611709901351846,411.60871392035074
